extracted_row	pmid	isolate_id	drug	normalized_drug	genome_id	matched_accessions	genome_match_status	extracted_sir_raw	extracted_sir	ground_truth_sir_raw	ground_truth_sir	sir_result	extracted_mic_sign_raw	extracted_mic_raw	extracted_mic_sign	extracted_mic	ground_truth_mic_sign	ground_truth_mic	mic_result
2	28704546	W01A_051214	penicillin	penicillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	0.5	>=	0.5			NOT_EVALUATED
3	28704546	W01A_051214	oxacillin	oxacillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	4	>=	4			NOT_EVALUATED
4	28704546	W01A_051214	gentamicin	gentamicin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
5	28704546	W01A_051214	kanamycin	kanamycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	64	>=	64			NOT_EVALUATED
6	28704546	W01A_051214	tobramycin	tobramycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
7	28704546	W01A_051214	ciprofloxacin	ciprofloxacin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	8	>=	8			NOT_EVALUATED
8	28704546	W01A_051214	erythromycin	erythromycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
9	28704546	W01A_051214	clindamycin	clindamycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	0.25	=	0.25			NOT_EVALUATED
10	28704546	W01A_051214	linezolid	linezolid			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
11	28704546	W01A_051214	teicoplanin	teicoplanin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
12	28704546	W01A_051214	vancomycin	vancomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
13	28704546	W01A_051214	tetracycline	tetracycline			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
14	28704546	W01A_051214	fosfomycin	fosfomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	8	<=	8			NOT_EVALUATED
15	28704546	W01A_051214	fusidic acid	fusidic acid			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
16	28704546	W01A_051214	mupirocin	mupirocin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
17	28704546	W01A_051214	chloramphenicol	chloramphenicol			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	64	>=	64			NOT_EVALUATED
18	28704546	W01A_051214	rifampin	rifampin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.03	<=	0.03			NOT_EVALUATED
19	28704546	W01A_051214	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	10	<=	10			NOT_EVALUATED
20	28704546	W01_191114	penicillin	penicillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	0.5	>=	0.5			NOT_EVALUATED
21	28704546	W01_191114	oxacillin	oxacillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	4	>=	4			NOT_EVALUATED
22	28704546	W01_191114	gentamicin	gentamicin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
23	28704546	W01_191114	kanamycin	kanamycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	64	>=	64			NOT_EVALUATED
24	28704546	W01_191114	tobramycin	tobramycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
25	28704546	W01_191114	ciprofloxacin	ciprofloxacin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	8	>=	8			NOT_EVALUATED
26	28704546	W01_191114	erythromycin	erythromycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
27	28704546	W01_191114	clindamycin	clindamycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	0.25	=	0.25			NOT_EVALUATED
28	28704546	W01_191114	linezolid	linezolid			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
29	28704546	W01_191114	teicoplanin	teicoplanin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
30	28704546	W01_191114	vancomycin	vancomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
31	28704546	W01_191114	tetracycline	tetracycline			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
32	28704546	W01_191114	fosfomycin	fosfomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	8	<=	8			NOT_EVALUATED
33	28704546	W01_191114	fusidic acid	fusidic acid			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
34	28704546	W01_191114	mupirocin	mupirocin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
35	28704546	W01_191114	chloramphenicol	chloramphenicol			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	64	>=	64			NOT_EVALUATED
36	28704546	W01_191114	rifampin	rifampin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.03	<=	0.03			NOT_EVALUATED
37	28704546	W01_191114	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	10	<=	10			NOT_EVALUATED
38	28704546	B03_011214	penicillin	penicillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	0.5	>=	0.5			NOT_EVALUATED
39	28704546	B03_011214	oxacillin	oxacillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	4	>=	4			NOT_EVALUATED
40	28704546	B03_011214	gentamicin	gentamicin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
41	28704546	B03_011214	kanamycin	kanamycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	64	>=	64			NOT_EVALUATED
42	28704546	B03_011214	tobramycin	tobramycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
43	28704546	B03_011214	ciprofloxacin	ciprofloxacin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	8	>=	8			NOT_EVALUATED
44	28704546	B03_011214	erythromycin	erythromycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
45	28704546	B03_011214	clindamycin	clindamycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	0.25	=	0.25			NOT_EVALUATED
46	28704546	B03_011214	linezolid	linezolid			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
47	28704546	B03_011214	teicoplanin	teicoplanin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
48	28704546	B03_011214	vancomycin	vancomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
49	28704546	B03_011214	tetracycline	tetracycline			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
50	28704546	B03_011214	fosfomycin	fosfomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	8	<=	8			NOT_EVALUATED
51	28704546	B03_011214	fusidic acid	fusidic acid			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
52	28704546	B03_011214	mupirocin	mupirocin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
53	28704546	B03_011214	chloramphenicol	chloramphenicol			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	64	>=	64			NOT_EVALUATED
54	28704546	B03_011214	rifampin	rifampin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.03	<=	0.03			NOT_EVALUATED
55	28704546	B03_011214	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	10	<=	10			NOT_EVALUATED
56	28704546	N04_011214	penicillin	penicillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	0.5	>=	0.5			NOT_EVALUATED
57	28704546	N04_011214	oxacillin	oxacillin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
58	28704546	N04_011214	gentamicin	gentamicin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
59	28704546	N04_011214	kanamycin	kanamycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
60	28704546	N04_011214	tobramycin	tobramycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
61	28704546	N04_011214	ciprofloxacin	ciprofloxacin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
62	28704546	N04_011214	erythromycin	erythromycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
63	28704546	N04_011214	clindamycin	clindamycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	0.25	=	0.25			NOT_EVALUATED
64	28704546	N04_011214	linezolid	linezolid			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
65	28704546	N04_011214	teicoplanin	teicoplanin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
66	28704546	N04_011214	vancomycin	vancomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
67	28704546	N04_011214	tetracycline	tetracycline			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
68	28704546	N04_011214	fosfomycin	fosfomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	8	<=	8			NOT_EVALUATED
69	28704546	N04_011214	fusidic acid	fusidic acid			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
70	28704546	N04_011214	mupirocin	mupirocin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
71	28704546	N04_011214	chloramphenicol	chloramphenicol			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
72	28704546	N04_011214	rifampin	rifampin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.03	<=	0.03			NOT_EVALUATED
73	28704546	N04_011214	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	10	<=	10			NOT_EVALUATED
74	28704546	N05A_091214	penicillin	penicillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	0.5	>=	0.5			NOT_EVALUATED
75	28704546	N05A_091214	oxacillin	oxacillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	4	>=	4			NOT_EVALUATED
76	28704546	N05A_091214	gentamicin	gentamicin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
77	28704546	N05A_091214	kanamycin	kanamycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	64	>=	64			NOT_EVALUATED
78	28704546	N05A_091214	tobramycin	tobramycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
79	28704546	N05A_091214	ciprofloxacin	ciprofloxacin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	8	>=	8			NOT_EVALUATED
80	28704546	N05A_091214	erythromycin	erythromycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
81	28704546	N05A_091214	clindamycin	clindamycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	0.25	=	0.25			NOT_EVALUATED
82	28704546	N05A_091214	linezolid	linezolid			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
83	28704546	N05A_091214	teicoplanin	teicoplanin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
84	28704546	N05A_091214	vancomycin	vancomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
85	28704546	N05A_091214	tetracycline	tetracycline			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
86	28704546	N05A_091214	fosfomycin	fosfomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	8	<=	8			NOT_EVALUATED
87	28704546	N05A_091214	fusidic acid	fusidic acid			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
88	28704546	N05A_091214	mupirocin	mupirocin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
89	28704546	N05A_091214	chloramphenicol	chloramphenicol			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	64	>=	64			NOT_EVALUATED
90	28704546	N05A_091214	rifampin	rifampin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.03	<=	0.03			NOT_EVALUATED
91	28704546	N05A_091214	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	10	<=	10			NOT_EVALUATED
92	28704546	N05B_191214	penicillin	penicillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	0.5	>=	0.5			NOT_EVALUATED
93	28704546	N05B_191214	oxacillin	oxacillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	4	>=	4			NOT_EVALUATED
94	28704546	N05B_191214	gentamicin	gentamicin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
95	28704546	N05B_191214	kanamycin	kanamycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	64	>=	64			NOT_EVALUATED
96	28704546	N05B_191214	tobramycin	tobramycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
97	28704546	N05B_191214	ciprofloxacin	ciprofloxacin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	8	>=	8			NOT_EVALUATED
98	28704546	N05B_191214	erythromycin	erythromycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
99	28704546	N05B_191214	clindamycin	clindamycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	0.25	=	0.25			NOT_EVALUATED
100	28704546	N05B_191214	linezolid	linezolid			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
101	28704546	N05B_191214	teicoplanin	teicoplanin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
102	28704546	N05B_191214	vancomycin	vancomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
103	28704546	N05B_191214	tetracycline	tetracycline			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
104	28704546	N05B_191214	fosfomycin	fosfomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	8	<=	8			NOT_EVALUATED
105	28704546	N05B_191214	fusidic acid	fusidic acid			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
106	28704546	N05B_191214	mupirocin	mupirocin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
107	28704546	N05B_191214	chloramphenicol	chloramphenicol			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	64	>=	64			NOT_EVALUATED
108	28704546	N05B_191214	rifampin	rifampin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.03	<=	0.03			NOT_EVALUATED
109	28704546	N05B_191214	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	10	<=	10			NOT_EVALUATED
110	28704546	W08A_161214	penicillin	penicillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	0.5	>=	0.5			NOT_EVALUATED
111	28704546	W08A_161214	oxacillin	oxacillin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
112	28704546	W08A_161214	gentamicin	gentamicin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
113	28704546	W08A_161214	kanamycin	kanamycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
114	28704546	W08A_161214	tobramycin	tobramycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
115	28704546	W08A_161214	ciprofloxacin	ciprofloxacin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
116	28704546	W08A_161214	erythromycin	erythromycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
117	28704546	W08A_161214	clindamycin	clindamycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	0.25	=	0.25			NOT_EVALUATED
118	28704546	W08A_161214	linezolid	linezolid			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
119	28704546	W08A_161214	teicoplanin	teicoplanin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
120	28704546	W08A_161214	vancomycin	vancomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
121	28704546	W08A_161214	tetracycline	tetracycline			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
122	28704546	W08A_161214	fosfomycin	fosfomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	8	<=	8			NOT_EVALUATED
123	28704546	W08A_161214	fusidic acid	fusidic acid			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
124	28704546	W08A_161214	mupirocin	mupirocin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
125	28704546	W08A_161214	chloramphenicol	chloramphenicol			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
126	28704546	W08A_161214	rifampin	rifampin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.03	<=	0.03			NOT_EVALUATED
127	28704546	W08A_161214	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	320	>=	320			NOT_EVALUATED
128	28704546	W08B_161214	penicillin	penicillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	0.5	>=	0.5			NOT_EVALUATED
129	28704546	W08B_161214	oxacillin	oxacillin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	0.5	=	0.5			NOT_EVALUATED
130	28704546	W08B_161214	gentamicin	gentamicin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
131	28704546	W08B_161214	kanamycin	kanamycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	4	<=	4			NOT_EVALUATED
132	28704546	W08B_161214	tobramycin	tobramycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	1	<=	1			NOT_EVALUATED
133	28704546	W08B_161214	ciprofloxacin	ciprofloxacin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
134	28704546	W08B_161214	erythromycin	erythromycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
135	28704546	W08B_161214	clindamycin	clindamycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	0.25	=	0.25			NOT_EVALUATED
136	28704546	W08B_161214	linezolid	linezolid			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	2	=	2			NOT_EVALUATED
137	28704546	W08B_161214	teicoplanin	teicoplanin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
138	28704546	W08B_161214	vancomycin	vancomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	1	=	1			NOT_EVALUATED
139	28704546	W08B_161214	tetracycline	tetracycline			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	16	>=	16			NOT_EVALUATED
140	28704546	W08B_161214	fosfomycin	fosfomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	8	<=	8			NOT_EVALUATED
141	28704546	W08B_161214	fusidic acid	fusidic acid			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.5	<=	0.5			NOT_EVALUATED
142	28704546	W08B_161214	mupirocin	mupirocin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	2	<=	2			NOT_EVALUATED
143	28704546	W08B_161214	chloramphenicol	chloramphenicol			NO_ACCESSIONS	S	S			NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
144	28704546	W08B_161214	rifampin	rifampin			NO_ACCESSIONS	S	S			NOT_EVALUATED	<=	0.03	<=	0.03			NOT_EVALUATED
145	28704546	W08B_161214	trimethoprim/sulfamethoxazole	trimethoprim/sulfamethoxazole			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	320	>=	320			NOT_EVALUATED
146	28704546	B12A_030115	penicillin	penicillin			NO_ACCESSIONS	R	R			NOT_EVALUATED	>=	0.5	>=	0.5			NOT_EVALUATED
