extracted_row	pmid	isolate_id	drug	normalized_drug	genome_id	matched_accessions	genome_match_status	extracted_sir_raw	extracted_sir	ground_truth_sir_raw	ground_truth_sir	sir_result	extracted_mic_sign_raw	extracted_mic_raw	extracted_mic_sign	extracted_mic	ground_truth_mic_sign	ground_truth_mic	mic_result
2	33658988	12-01739	daptomycin	daptomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
3	33658988	12-01740	daptomycin	daptomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
4	33658988	12-03872	daptomycin	daptomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
5	33658988	15-01065	daptomycin	daptomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	=	8	=	8			NOT_EVALUATED
6	33658988	09-01199	daptomycin	daptomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	=	4	=	4			NOT_EVALUATED
7	33658988	08-02052	daptomycin	daptomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	=	4	=	4			NOT_EVALUATED
8	33658988	09-02538	daptomycin	daptomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	=	4	=	4			NOT_EVALUATED
9	33658988	10-00109-2	daptomycin	daptomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	=	4	=	4			NOT_EVALUATED
10	33658988	10-00785	daptomycin	daptomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	=	4	=	4			NOT_EVALUATED
11	33658988	10-02824	daptomycin	daptomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	=	4	=	4			NOT_EVALUATED
12	33658988	11-00260	daptomycin	daptomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	=	4	=	4			NOT_EVALUATED
13	33658988	11-03269	daptomycin	daptomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED	=	4	=	4			NOT_EVALUATED
