extracted_row	pmid	isolate_id	drug	normalized_drug	genome_id	matched_accessions	genome_match_status	extracted_sir_raw	extracted_sir	ground_truth_sir_raw	ground_truth_sir	sir_result	extracted_mic_sign_raw	extracted_mic_raw	extracted_mic_sign	extracted_mic	ground_truth_mic_sign	ground_truth_mic	mic_result
2	25038069	7068_7_41	gentamicin	gentamicin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
3	25038069	7068_7_41	erythromycin	erythromycin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
4	25038069	7068_7_41	oxacillin	oxacillin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
5	25038069	7068_7_41	fusidic acid	fusidic acid			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
6	25038069	7068_7_41	tetracycline	tetracycline			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
7	25038069	7068_7_41	ciprofloxacin	ciprofloxacin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
8	25038069	7068_7_41	rifampin	rifampin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
9	25038069	7068_7_41	vancomycin	vancomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
10	25038069	7068_7_41	mupirocin	mupirocin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
11	25038069	7068_7_41	linezolid	linezolid			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
12	25038069	7068_7_41	fosfomycin	fosfomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
13	25038069	7068_7_41	daptomycin	daptomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
14	25038069	7068_7_61	gentamicin	gentamicin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
15	25038069	7068_7_61	erythromycin	erythromycin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
16	25038069	7068_7_61	oxacillin	oxacillin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
17	25038069	7068_7_61	fusidic acid	fusidic acid			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
18	25038069	7068_7_61	tetracycline	tetracycline			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
19	25038069	7068_7_61	ciprofloxacin	ciprofloxacin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
20	25038069	7068_7_61	rifampin	rifampin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
21	25038069	7068_7_61	vancomycin	vancomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
22	25038069	7068_7_61	mupirocin	mupirocin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
23	25038069	7068_7_61	linezolid	linezolid			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
24	25038069	7068_7_61	fosfomycin	fosfomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
25	25038069	7068_7_61	daptomycin	daptomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
26	25038069	7068_7_51	gentamicin	gentamicin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
27	25038069	7068_7_51	erythromycin	erythromycin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
28	25038069	7068_7_51	oxacillin	oxacillin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
29	25038069	7068_7_51	fusidic acid	fusidic acid			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
30	25038069	7068_7_51	tetracycline	tetracycline			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
31	25038069	7068_7_51	ciprofloxacin	ciprofloxacin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
32	25038069	7068_7_51	rifampin	rifampin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
33	25038069	7068_7_51	vancomycin	vancomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
34	25038069	7068_7_51	mupirocin	mupirocin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
35	25038069	7068_7_51	linezolid	linezolid			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
36	25038069	7068_7_51	fosfomycin	fosfomycin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
37	25038069	7068_7_51	daptomycin	daptomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
38	25038069	7068_7_54	gentamicin	gentamicin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
39	25038069	7068_7_54	erythromycin	erythromycin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
40	25038069	7068_7_54	oxacillin	oxacillin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
41	25038069	7068_7_54	fusidic acid	fusidic acid			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
42	25038069	7068_7_54	ciprofloxacin	ciprofloxacin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
43	25038069	7068_7_54	rifampin	rifampin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
44	25038069	7068_7_54	vancomycin	vancomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
45	25038069	7068_7_54	mupirocin	mupirocin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
46	25038069	7068_7_54	linezolid	linezolid			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
47	25038069	7068_7_54	fosfomycin	fosfomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
48	25038069	7068_7_54	daptomycin	daptomycin			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
49	25038069	7068_7_42	gentamicin	gentamicin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
50	25038069	7068_7_42	erythromycin	erythromycin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
51	25038069	7068_7_42	oxacillin	oxacillin			NO_ACCESSIONS	R	R			NOT_EVALUATED							NOT_EVALUATED
52	25038069	7068_7_42	fusidic acid	fusidic acid			NO_ACCESSIONS	S	S			NOT_EVALUATED							NOT_EVALUATED
